Year,Name,Poverty Percent
2022,Midland,11.6
2022,Milam,16.6
2022,Mills,15
2022,Mitchell,21.5
2022,Montague,14.8
2022,Montgomery,8.5
2022,Moore,11.5
2022,Morris,18.5
2022,Motley,18.3
2022,Nacogdoches,23.3
2022,Navarro,22.9
2022,Newton,18.1
2022,Nolan,18.3
2022,Nueces,17.3
2022,Ochiltree,11.7
2022,Oldham,12.3
2022,Orange,13.8
2022,Palo Pinto,15.7
2022,Panola,13.7
2022,Parker,7.8
2022,Parmer,13.9
2022,Pecos,17.9
2022,Polk,18.7
2022,Potter,19.5
2022,Presidio,23
2022,Rains,13.9
2022,Randall,8.5
2022,Reagan,11.3
2022,Real,16.6
2022,Red River,19.3
2022,Reeves,22.9
2022,Refugio,17.5
2022,Roberts,9.5
2022,Robertson,17.6
2022,Rockwall,4.7
2022,Runnels,16
2022,Rusk,17.4
2022,Sabine,16.8
2022,San Augustine,19.9
2022,San Jacinto,16.8
2022,San Patricio,17.2
2022,San Saba,18.9
2022,Schleicher,16
2022,Scurry,15.2
2022,Shackelford,12.6
2022,Shelby,20.5
2022,Sherman,12.1
2022,Smith,11.8
2022,Somervell,9
2022,Starr,32.8
2022,Stephens,18.9
2022,Sterling,12.1
2022,Stonewall,15.8
2022,Sutton,13.8
2022,Swisher,19.9
2022,Tarrant,10.6
2022,Taylor,16.2
2022,Terrell,18.2
2022,Terry,20.6
2022,Throckmorton,12.9
2022,Titus,16
2022,Tom Green,13.1
2022,Travis,10.1
2022,Trinity,15.9
2022,Tyler,17.5
2022,Upshur,15.6
2022,Upton,15.6
2022,Uvalde,24.9
2022,Val Verde,21.3
2022,Van Zandt,13.6
2022,Victoria,15.5
2022,Walker,20
2022,Waller,14.3
2022,Ward,14.6
2022,Washington,13.5
2022,Webb,20.9
2022,Wharton,14.6
2022,Wheeler,15.3
2022,Wichita,15.5
2022,Wilbarger,16.6
2022,Willacy,29
2022,Williamson,6.2
2022,Wilson,10.5
2022,Winkler,14
2022,Wise,8.2
2022,Wood,13
2022,Yoakum,14.1
2022,Young,15.7
2022,Zapata,32.8
2022,Zavala,29.1
2022,Anderson,19.3
2022,Andrews,12.2
2022,Angelina,15.9
2022,Aransas,17.4
2022,Archer,9
2022,Armstrong,10.2
2022,Atascosa,16.2
2022,Austin,15
2022,Bailey,16.3
2022,Bandera,11.7
2022,Bastrop,12.3
2022,Baylor,13.9
2022,Bee,28.7
2022,Bell,14.2
2022,Bexar,15.6
2022,Blanco,8.4
2022,Borden,11.5
2022,Bosque,12.4
2022,Bowie,18.8
2022,Brazoria,10.1
2022,Brazos,22.2
2022,Brewster,14
2022,Briscoe,15.4
2022,Brooks,28
2022,Brown,17.4
2022,Burleson,15.4
2022,Burnet,9
2022,Caldwell,14.5
2022,Calhoun,15.9
2022,Callahan,13.7
2022,Cameron,22.6
2022,Camp,18.1
2022,Carson,8.6
2022,Cass,17.4
2022,Castro,16.7
2022,Chambers,8.3
2022,Cherokee,16.8
2022,Childress,20
2022,Clay,10.7
2022,Cochran,26.3
2022,Coke,15.4
2022,Coleman,18
2022,Collin,4.8
2022,Collingsworth,16.9
2022,Colorado,14.5
2022,Comal,7.1
2022,Comanche,16.6
2022,Concho,20.2
2022,Cooke,12.5
2022,Coryell,12.2
2022,Cottle,20.2
2022,Crane,11.4
2022,Crockett,15.8
2022,Crosby,22
2022,Culberson,20.1
2022,Dallam,11.1
2022,Dallas,14.2
2022,Dawson,22.2
2022,Deaf Smith,16.9
2022,Delta,16.6
2022,Denton,7.8
2022,DeWitt,19.8
2022,Dickens,16.2
2022,Dimmit,25.1
2022,Donley,17.9
2022,Duval,27
2022,Eastland,14.9
2022,Ector,16.2
2022,Edwards,20.7
2022,Ellis,9
2022,El Paso,21
2022,Erath,12.9
2022,Falls,21.4
2022,Fannin,13.7
2022,Fayette,10.8
2022,Fisher,16.9
2022,Floyd,21.3
2022,Foard,17
2022,Fort Bend,7.9
2022,Franklin,13.7
2022,Freestone,15.7
2022,Frio,24.6
2022,Gaines,14.7
2022,Galveston,13.5
2022,Garza,26.6
2022,Gillespie,9.6
2022,Glasscock,9.1
2022,Goliad,14.5
2022,Gonzales,15.4
2022,Gray,16.7
2022,Grayson,11.1
2022,Gregg,16.2
2022,Grimes,15.5
2022,Guadalupe,9.5
2022,Hale,21.5
2022,Hall,23.1
2022,Hamilton,13.7
2022,Hansford,11.3
2022,Hardeman,16.3
2022,Hardin,13.2
2022,Harris,16.4
2022,Harrison,15.7
2022,Hartley,9
2022,Haskell,20.4
2022,Hays,9.9
2022,Hemphill,11.2
2022,Henderson,13
2022,Hidalgo,27.4
2022,Hill,15.6
2022,Hockley,14.9
2022,Hood,9.8
2022,Hopkins,12.8
2022,Houston,20.1
2022,Howard,17
2022,Hudspeth,35.7
2022,Hunt,12.9
2022,Hutchinson,11.9
2022,Irion,8.6
2022,Jack,15.8
2022,Jackson,15.2
2022,Jasper,19.4
2022,Jeff Davis,13.3
2022,Jefferson,18.8
2022,Jim Hogg,26.9
2022,Jim Wells,24.8
2022,Johnson,10
2022,Jones,22
2022,Karnes,19.5
2022,Kaufman,8.6
2022,Kendall,7
2022,Kenedy,7.6
2022,Kent,11.8
2022,Kerr,12.5
2022,Kimble,16.9
2022,King,10.3
2022,Kinney,21
2022,Kleberg,26.7
2022,Knox,19.3
2022,Lamar,15
2022,Lamb,17.8
2022,Lampasas,13
2022,La Salle,29
2022,Lavaca,12.5
2022,Lee,12.3
2022,Leon,14
2022,Liberty,19.9
2022,Limestone,18.7
2022,Lipscomb,13.6
2022,Live Oak,19.2
2022,Llano,12.8
2022,Loving,3.9
2022,Lubbock,17.3
2022,Lynn,15.6
2022,McCulloch,18.6
2022,McLennan,16
2022,McMullen,12.6
2022,Madison,16.7
2022,Marion,17.9
2022,Martin,13.7
2022,Mason,12.5
2022,Matagorda,19.9
2022,Maverick,21.9
2022,Medina,11.8
2022,Menard,20.6
2022,Midland,11.6
2022,Milam,16.6
2022,Mills,15
2022,Mitchell,21.5
2022,Montague,14.8
2022,Montgomery,8.5
2022,Moore,11.5
2022,Morris,18.5
2022,Motley,18.3
2022,Nacogdoches,23.3
2022,Navarro,22.9
2022,Newton,18.1
2022,Nolan,18.3
2022,Nueces,17.3
2022,Ochiltree,11.7
2022,Oldham,12.3
2022,Orange,13.8
2022,Palo Pinto,15.7
2022,Panola,13.7
2022,Parker,7.8
2022,Parmer,13.9
2022,Pecos,17.9
2022,Polk,18.7
2022,Potter,19.5
2022,Presidio,23
2022,Rains,13.9
2022,Randall,8.5
2022,Reagan,11.3
2022,Real,16.6
2022,Red River,19.3
2022,Reeves,22.9
2022,Refugio,17.5
2022,Roberts,9.5
2022,Robertson,17.6
2022,Rockwall,4.7
2022,Runnels,16
2022,Rusk,17.4
2022,Sabine,16.8
2022,San Augustine,19.9
2022,San Jacinto,16.8
2022,San Patricio,17.2
2022,San Saba,18.9
2022,Schleicher,16
2022,Scurry,15.2
2022,Shackelford,12.6
2022,Shelby,20.5
2022,Sherman,12.1
2022,Smith,11.8
2022,Somervell,9
2022,Starr,32.8
2022,Stephens,18.9
2022,Sterling,12.1
2022,Stonewall,15.8
2022,Sutton,13.8
2022,Swisher,19.9
2022,Tarrant,10.6
2022,Taylor,16.2
2022,Terrell,18.2
2022,Terry,20.6
2022,Throckmorton,12.9
2022,Titus,16
2022,Tom Green,13.1
2022,Travis,10.1
2022,Trinity,15.9
2022,Tyler,17.5
2022,Upshur,15.6
2022,Upton,15.6
2022,Uvalde,24.9
2022,Val Verde,21.3
2022,Van Zandt,13.6
2022,Victoria,15.5
2022,Walker,20
2022,Waller,14.3
2022,Ward,14.6
2022,Washington,13.5
2022,Webb,20.9
2022,Wharton,14.6
2022,Wheeler,15.3
2022,Wichita,15.5
2022,Wilbarger,16.6
2022,Willacy,29
2022,Williamson,6.2
2022,Wilson,10.5
2022,Winkler,14
2022,Wise,8.2
2022,Wood,13
2022,Yoakum,14.1
2022,Young,15.7
2022,Zapata,32.8
2022,Zavala,29.1
2023,Anderson,21.4
2023,Andrews,11.4
2023,Angelina,17.2
2023,Aransas,17.1
2023,Archer,9.7
2023,Armstrong,10.5
2023,Atascosa,18.4
2023,Austin,11.6
2023,Bailey,16.4
2023,Bandera,12.9
2023,Bastrop,11.3
2023,Baylor,17.4
2023,Bee,24.9
2023,Bell,11.5
2023,Bexar,14.7
2023,Blanco,8.5
2023,Borden,11.9
2023,Bosque,11.7
2023,Bowie,14.8
2023,Brazoria,9.4
2023,Brazos,23.7
2023,Brewster,13.7
2023,Briscoe,13.9
2023,Brooks,29.7
2023,Brown,14.8
2023,Burleson,13.9
2023,Burnet,9.9
2023,Caldwell,13.7
2023,Calhoun,14.6
2023,Callahan,12.7
2023,Cameron,23.5
2023,Camp,17.6
2023,Carson,9.1
2023,Cass,16.5
2023,Castro,17.7
2023,Chambers,8.6
2023,Cherokee,18.9
2023,Childress,19.9
2023,Clay,11.7
2023,Cochran,22
2023,Coke,13
2023,Coleman,17.7
2023,Collin,6.4
2023,Collingsworth,18.9
2023,Colorado,14.5
2023,Comal,7.1
2023,Comanche,17.6
2023,Concho,22.2
2023,Cooke,12.5
2023,Coryell,12.2
2023,Cottle,20.1
2023,Crane,11.7
2023,Crockett,15.3
2023,Crosby,21.7
2023,Culberson,20.5
2023,Dallam,12.2
2023,Dallas,13.8
2023,Dawson,19.7
2023,Deaf Smith,16.5
2023,Delta,15.1
2023,Denton,6.1
2023,DeWitt,18.3
2023,Dickens,18.4
2023,Dimmit,27.3
2023,Donley,16.9
2023,Duval,29.1
2023,Eastland,16.3
2023,Ector,11.7
2023,Edwards,19.7
2023,Ellis,7.4
2023,El Paso,18.5
2023,Erath,15.8
2023,Falls,20.1
2023,Fannin,14.2
2023,Fayette,9.3
2023,Fisher,14.3
2023,Floyd,20.3
2023,Foard,16.8
2023,Fort Bend,8.5
2023,Franklin,14.1
2023,Freestone,15.4
2023,Frio,25.6
2023,Gaines,13.4
2023,Galveston,11.5
2023,Garza,18.5
2023,Gillespie,10
2023,Glasscock,8.1
2023,Goliad,13.8
2023,Gonzales,17.6
2023,Gray,17.3
2023,Grayson,10.9
2023,Gregg,16
2023,Grimes,14.9
2023,Guadalupe,8.1
2023,Hale,19.3
2023,Hall,22.1
2023,Hamilton,13.7
2023,Hansford,11.6
2023,Hardeman,16.4
2023,Hardin,11.5
2023,Harris,16
2023,Harrison,17.2
2023,Hartley,8.5
2023,Haskell,19.3
2023,Hays,9.8
2023,Hemphill,10.1
2023,Henderson,16.9
2023,Hidalgo,26.9
2023,Hill,14.2
2023,Hockley,15.1
2023,Hood,8.1
2023,Hopkins,13
2023,Houston,21.8
2023,Howard,18
2023,Hudspeth,32
2023,Hunt,12.7
2023,Hutchinson,14.3
2023,Irion,8.9
2023,Jack,13.2
2023,Jackson,14
2023,Jasper,16.6
2023,Jeff Davis,12.8
2023,Jefferson,20.1
2023,Jim Hogg,24.6
2023,Jim Wells,21.2
2023,Johnson,9.9
2023,Jones,20.5
2023,Karnes,23.6
2023,Kaufman,9.6
2023,Kendall,6.9
2023,Kenedy,14.9
2023,Kent,11.6
2023,Kerr,12
2023,Kimble,17.4
2023,King,9.7
2023,Kinney,21
2023,Kleberg,22.1
2023,Knox,20.5
2023,Lamar,19.2
2023,Lamb,18.3
2023,Lampasas,11.5
2023,La Salle,27.1
2023,Lavaca,12.5
2023,Lee,11.2
2023,Leon,13.7
2023,Liberty,14.5
2023,Limestone,18
2023,Lipscomb,12.6
2023,Live Oak,17
2023,Llano,11.7
2023,Loving,4.7
2023,Lubbock,17.1
2023,Lynn,16.7
2023,McCulloch,18.5
2023,McLennan,16.7
2023,McMullen,12.4
2023,Madison,18.3
2023,Marion,21.7
2023,Martin,11.9
2023,Mason,12.4
2023,Matagorda,17.9
2023,Maverick,22.8
2023,Medina,13.1
2023,Menard,20
2023,Midland,10.9
2023,Milam,15.9
2023,Mills,14.7
2023,Mitchell,21.1
2023,Montague,13.4
2023,Montgomery,10.1
2023,Moore,13.5
2023,Morris,19.3
2023,Motley,16.8
2023,Nacogdoches,19.6
2023,Navarro,15.7
2023,Newton,18.5
2023,Nolan,20.4
2023,Nueces,17.3
2023,Ochiltree,11.1
2023,Oldham,12.3
2023,Orange,14.5
2023,Palo Pinto,16.9
2023,Panola,13.6
2023,Parker,8.2
2023,Parmer,13.4
2023,Pecos,21.2
2023,Polk,18.1
2023,Potter,17.8
2023,Presidio,22.9
2023,Rains,13.8
2023,Randall,8.7
2023,Reagan,10.7
2023,Real,15.7
2023,Red River,18.4
2023,Reeves,17.6
2023,Refugio,16.8
2023,Roberts,9
2023,Robertson,17
2023,Rockwall,5.1
2023,Runnels,15.3
2023,Rusk,14.2
2023,Sabine,14.5
2023,San Augustine,20.3
2023,San Jacinto,16.7
2023,San Patricio,17.2
2023,San Saba,18.4
2023,Schleicher,16
2023,Scurry,15.7
2023,Shackelford,12.8
2023,Shelby,18
2023,Sherman,12.8
2023,Smith,13.2
2023,Somervell,8.8
2023,Starr,28.8
2023,Stephens,18.4
2023,Sterling,11.5
2023,Stonewall,15.9
2023,Sutton,13.4
2023,Swisher,19.4
2023,Tarrant,11
2023,Taylor,13.3
2023,Terrell,18.6
2023,Terry,19.3
2023,Throckmorton,13.1
2023,Titus,15.7
2023,Tom Green,14.6
2023,Travis,10.2
2023,Trinity,18.9
2023,Tyler,18.5
2023,Upshur,13.9
2023,Upton,15.3
2023,Uvalde,21
2023,Val Verde,20.2
2023,Van Zandt,12
2023,Victoria,14.1
2023,Walker,22.4
2023,Waller,13.9
2023,Ward,14.1
2023,Washington,14.5
2023,Webb,22.5
2023,Wharton,15.3
2023,Wheeler,14.3
2023,Wichita,17.6
2023,Wilbarger,16.9
2023,Willacy,27.8
2023,Williamson,6.4
2023,Wilson,9.9
2023,Winkler,13.5
2023,Wise,9.4
2023,Wood,15.2
2023,Yoakum,13
2023,Young,14.5
2023,Zapata,30.4
2023,Zavala,28.9
2024,Anderson,20
2024,Andrews,10.5
2024,Angelina,12.7
2024,Aransas,14.3
2024,Archer,9.2
2024,Armstrong,10.1
2024,Atascosa,15.9
2024,Austin,11.1
2024,Bailey,15.6
2024,Bandera,11
2024,Bastrop,9.6
2024,Baylor,16.1
2024,Bee,24.2
2024,Bell,13.8
2024,Bexar,14.6
2024,Blanco,8
2024,Borden,10.2
2024,Bosque,14.5
2024,Bowie,16.2
2024,Brazoria,9.1
2024,Brazos,22.1
2024,Brewster,15.1
2024,Briscoe,14.7
2024,Brooks,30.6
2024,Brown,16.7
2024,Burleson,13.7
2024,Burnet,9.2
2024,Caldwell,11.8
2024,Calhoun,14.5
2024,Callahan,11.5
2024,Cameron,24.3
2024,Camp,15.7
2024,Carson,9.5
2024,Cass,16.5
2024,Castro,16.7
2024,Chambers,7.9
2024,Cherokee,16
2024,Childress,20
2024,Clay,11
2024,Cochran,20.8
2024,Coke,15
2024,Coleman,18.8
2024,Collin,5.7
2024,Collingsworth,16.6
2024,Colorado,13.4
2024,Comal,6.9
2024,Comanche,14.5
2024,Concho,22
2024,Cooke,11.2
2024,Coryell,14.6
2024,Cottle,19
2024,Crane,11.4
2024,Crockett,14.7
2024,Crosby,21.2
2024,Culberson,18.2
2024,Dallam,11.7
2024,Dallas,12.5
2024,Dawson,20.1
2024,Deaf Smith,16.8
2024,Delta,14.6
2024,Denton,6.2
2024,DeWitt,18.5
2024,Dickens,17.8
2024,Dimmit,28.5
2024,Donley,17.2
2024,Duval,24.8
2024,Eastland,18.5
2024,Ector,14.8
2024,Edwards,19.2
2024,Ellis,7.5
2024,El Paso,18.1
2024,Erath,14.9
2024,Falls,18.7
2024,Fannin,12.8
2024,Fayette,10.2
2024,Fisher,14.9
2024,Floyd,17.3
2024,Foard,16.2
2024,Fort Bend,7.7
2024,Franklin,13.4
2024,Freestone,12.7
2024,Frio,27
2024,Gaines,12.2
2024,Galveston,12.6
2024,Garza,17.2
2024,Gillespie,8.2
2024,Glasscock,8.2
2024,Goliad,15.4
2024,Gonzales,18
2024,Gray,15.4
2024,Grayson,11
2024,Gregg,16.1
2024,Grimes,15
2024,Guadalupe,7.9
2024,Hale,18.6
2024,Hall,22.1
2024,Hamilton,13.7
2024,Hansford,11.1
2024,Hardeman,18.1
2024,Hardin,10.8
2024,Harris,16.7
2024,Harrison,14.5
2024,Hartley,9.2
2024,Haskell,22.8
2024,Hays,10.8
2024,Hemphill,10.2
2024,Henderson,15.9
2024,Hidalgo,24.2
2024,Hill,15.7
2024,Hockley,15.8
2024,Hood,8
2024,Hopkins,13.4
2024,Houston,19.3
2024,Howard,15.4
2024,Hudspeth,30.2
2024,Hunt,11.1
2024,Hutchinson,14.4
2024,Irion,8.9
2024,Jack,14.3
2024,Jackson,14.3
2024,Jasper,15.9
2024,Jeff Davis,12.8
2024,Jefferson,21.3
2024,Jim Hogg,22.1
2024,Jim Wells,22.8
2024,Johnson,7.9
2024,Jones,22.7
2024,Karnes,19.4
2024,Kaufman,8.5
2024,Kendall,6.5
2024,Kenedy,15.5
2024,Kent,11.9
2024,Kerr,11.2
2024,Kimble,15.4
2024,King,13.5
2024,Kinney,20.7
2024,Kleberg,21.4
2024,Knox,19
2024,Lamar,17.2
2024,Lamb,17.2
2024,Lampasas,11.1
2024,La Salle,27.3
2024,Lavaca,12.4
2024,Lee,11
2024,Leon,14.2
2024,Liberty,17.8
2024,Limestone,14.8
2024,Lipscomb,13.4
2024,Live Oak,18
2024,Llano,11.8
2024,Loving,6.3
2024,Lubbock,15.7
2024,Lynn,13.9
2024,McCulloch,18.2
2024,McLennan,16.2
2024,McMullen,10.9
2024,Madison,15.8
2024,Marion,21
2024,Martin,12.1
2024,Mason,11.2
2024,Matagorda,14.8
2024,Maverick,21.8
2024,Medina,11.2
2024,Menard,20
2024,Midland,11.2
2024,Milam,13.8
2024,Mills,13.6
2024,Mitchell,22.1
2024,Montague,13.4
2024,Montgomery,9.1
2024,Moore,13.7
2024,Morris,19
2024,Motley,19.4
2024,Nacogdoches,21.9
2024,Navarro,14.5
2024,Newton,17.5
2024,Nolan,19.7
2024,Nueces,15.3
2024,Ochiltree,11.4
2024,Oldham,12.7
2024,Orange,13.8
2024,Palo Pinto,16
2024,Panola,13.3
2024,Parker,8
2024,Parmer,12.7
2024,Pecos,17.3
2024,Polk,14.5
2024,Potter,22.5
2024,Presidio,19.8
2024,Rains,11.2
2024,Randall,10.4
2024,Reagan,10.1
2024,Real,15.1
2024,Red River,15
2024,Reeves,16.8
2024,Refugio,15.2
2024,Roberts,8.6
2024,Robertson,15.7
2024,Rockwall,5.5
2024,Runnels,17.8
2024,Rusk,14.1
2024,Sabine,15.9
2024,San Augustine,20.4
2024,San Jacinto,16.8
2024,San Patricio,14.3
2024,San Saba,15
2024,Schleicher,15.4
2024,Scurry,15.1
2024,Shackelford,12.1
2024,Shelby,16.2
2024,Sherman,12.1
2024,Smith,12.1
2024,Somervell,9.7
2024,Starr,35.4
2024,Stephens,17.7
2024,Sterling,10.8
2024,Stonewall,16.5
2024,Sutton,12.3
2024,Swisher,23.2
2024,Tarrant,11.5
2024,Taylor,14.8
2024,Terrell,18.7
2024,Terry,19.8
2024,Throckmorton,14.1
2024,Titus,15
2024,Tom Green,11.5
2024,Travis,10.5
2024,Trinity,16.8
2024,Tyler,16.3
2024,Upshur,13.7
2024,Upton,13.4
2024,Uvalde,19.5
2024,Val Verde,18.1
2024,Van Zandt,13
2024,Victoria,14.3
2024,Walker,23.3
2024,Waller,13.6
2024,Ward,13.6
2024,Washington,12.4
2024,Webb,20.6
2024,Wharton,14.6
2024,Wheeler,13.5
2024,Wichita,14.4
2024,Wilbarger,14.9
2024,Willacy,24.2
2024,Williamson,5.4
2024,Wilson,9.3
2024,Winkler,14.3
2024,Wise,8.1
2024,Wood,13.7
2024,Yoakum,12.6
2024,Young,13.7
2024,Zapata,30.9
2024,Zavala,25.7
