Year,County,Victims
2020,Brazoria,634
2020,Chambers,56
2020,Colorado,28
2020,Fort Bend,498
2020,Galveston,639
2020,Harris,"6,882"
2020,Liberty,187
2020,Matagorda,142
2020,Montgomery,826
2020,Walker,58
2020,Waller,55
2020,Wharton,116
2020,Bastrop,281
2020,Bell,"1,738"
2020,Blanco,18
2020,Bosque,74
2020,Brazos,480
2020,Burleson,53
2020,Burnet,159
2020,Caldwell,164
2020,Coryell,422
2020,Falls,98
2020,Fayette,47
2020,Freestone,43
2020,Grimes,42
2020,Hamilton,41
2020,Hays,460
2020,Hill,150
2020,Lampasas,96
2020,Lee,38
2020,Leon,20
2020,Limestone,78
2020,Llano,105
2020,Madison,16
2020,McLennan,"1,197"
2020,Milam,73
2020,Mills,13
2020,Robertson,52
2020,San Saba,25
2020,Travis,"2,391"
2020,Washington,61
2020,Williamson,690
2020,Atascosa,240
2020,Bandera,48
2020,Bexar,"5,499"
2020,Calhoun,55
2020,Comal,357
2020,DeWitt,31
2020,Dimmit,41
2020,Edwards,1
2020,Frio,82
2020,Gillespie,53
2020,Goliad,19
2020,Gonzales,46
2020,Guadalupe,303
2020,Jackson,28
2020,Karnes,48
2020,Kendall,53
2020,Kerr,149
2020,Kinney,13
2020,La Salle,33
2020,Lavaca,47
2020,Maverick,64
2020,Medina,145
2020,Real,6
2020,Uvalde,100
2020,Val Verde,118
2020,Victoria,263
2020,Wilson,73
2020,Zavala,48
2020,Andrews,66
2020,Coke,3
2020,Concho,12
2020,Crane,8
2020,Crockett,9
2020,Dawson,55
2020,Ector,373
2020,Gaines,32
2020,Glasscock,2
2020,Howard,151
2020,Irion,8
2020,Kimble,3
2020,Martin,11
2020,Mason,6
2020,McCulloch,26
2020,Menard,9
2020,Midland,336
2020,Pecos,62
2020,Reagan,9
2020,Reeves,36
2020,Schleicher,1
2020,Sterling,2
2020,Sutton,9
2020,Terrell,2
2020,Tom Green,431
2020,Upton,5
2020,Ward,61
2020,Winkler,42
2020,Brewster,11
2020,Culberson,17
2020,El Paso,"1,778"
2020,Hudspeth,7
2020,Jeff Davis,2
2020,Presidio,10
2020,Aransas,120
2020,Bee,92
2020,Brooks,53
2020,Cameron,"1,042"
2020,Duval,39
2020,Hidalgo,"1,923"
2020,Jim Hogg,26
2020,Jim Wells,123
2020,Kleberg,131
2020,Live Oak,41
2020,McMullen,3
2020,Nueces,"1,188"
2020,Refugio,34
2020,San Patricio,220
2020,Starr,117
2020,Webb,568
2020,Willacy,108
2020,Zapata,34
2020,Out of State,12
2019,Armstrong,4
2019,Bailey,23
2019,Briscoe,3
2019,Carson,16
2019,Castro,22
2019,Childress,30
2019,Cochran,6
2019,Collingsworth,15
2019,Crosby,19
2019,Dallam,35
2019,Deaf Smith,62
2019,Dickens,9
2019,Donley,10
2019,Floyd,13
2019,Garza,32
2019,Gray,82
2019,Hale,71
2019,Hall,4
2019,Hansford,5
2019,Hartley,7
2019,Hemphill,8
2019,Hockley,106
2019,Hutchinson,99
2019,Lamb,36
2019,Lipscomb,2
2019,Lubbock,"1,217"
2019,Lynn,17
2019,Moore,88
2019,Motley,4
2019,Ochiltree,24
2019,Oldham,4
2019,Parmer,21
2019,Potter,607
2019,Randall,269
2019,Roberts,4
2019,Sherman,3
2019,Swisher,30
2019,Terry,61
2019,Wheeler,15
2019,Yoakum,12
2019,Archer,14
2019,Baylor,14
2019,Brown,232
2019,Callahan,48
2019,Clay,20
2019,Coleman,51
2019,Comanche,58
2019,Cottle,9
2019,Eastland,76
2019,Fisher,8
2019,Foard,4
2019,Hardeman,6
2019,Haskell,23
2019,Jack,43
2019,Jones,95
2019,Kent,1
2019,Knox,13
2019,Mitchell,33
2019,Montague,138
2019,Nolan,102
2019,Runnels,26
2019,Scurry,68
2019,Shackelford,4
2019,Stephens,36
2019,Stonewall,4
2019,Taylor,862
2019,Throckmorton,1
2019,Wichita,485
2019,Wilbarger,55
2019,Young,64
2019,Collin,"1,328"
2019,Cooke,195
2019,Dallas,"6,860"
2019,Denton,"1,398"
2019,Ellis,341
2019,Erath,165
2019,Fannin,111
2019,Grayson,570
2019,Hood,230
2019,Hunt,347
2019,Johnson,596
2019,Kaufman,392
2019,Navarro,119
2019,Palo Pinto,180
2019,Parker,445
2019,Rockwall,211
2019,Somervell,21
2019,Tarrant,"5,536"
2019,Wise,204
2019,Anderson,237
2019,Bowie,226
2019,Camp,46
2019,Cass,109
2019,Cherokee,221
2019,Delta,17
2019,Franklin,28
2019,Gregg,496
2019,Harrison,194
2019,Henderson,340
2019,Hopkins,97
2019,Lamar,268
2019,Marion,57
2019,Morris,55
2019,Panola,67
2019,Rains,30
2019,Red River,42
2019,Rusk,193
2019,Smith,552
2019,Titus,119
2019,Upshur,181
2019,Van Zandt,199
2019,Wood,126
2019,Angelina,208
2019,Hardin,159
2019,Houston,79
2019,Jasper,85
2019,Jefferson,685
2019,Nacogdoches,173
2019,Newton,17
2019,Orange,296
2019,Polk,135
2019,Sabine,20
2019,San Augustine,13
2019,San Jacinto,81
2019,Shelby,55
2019,Trinity,66
2019,Tyler,75
2019,Austin,42
2019,Brazoria,623
2019,Chambers,68
2019,Colorado,21
2019,Fort Bend,540
2019,Galveston,708
2019,Harris,"6,948"
2019,Liberty,195
2019,Matagorda,127
2019,Montgomery,861
2019,Walker,101
2019,Waller,42
2019,Wharton,81
2019,Bastrop,286
2019,Bell,"1,332"
2019,Blanco,14
2019,Bosque,89
2019,Brazos,313
2019,Burleson,64
2019,Burnet,210
2019,Caldwell,167
2019,Coryell,411
2019,Falls,66
2019,Fayette,38
2019,Freestone,56
2019,Grimes,57
2019,Hamilton,44
2019,Hays,461
2019,Hill,116
2019,Lampasas,110
2019,Lee,37
2019,Leon,19
2019,Limestone,44
2019,Llano,70
2019,Madison,14
2019,McLennan,"1,118"
2019,Milam,95
2019,Mills,15
2019,Robertson,42
2019,San Saba,21
2019,Travis,"2,310"
2019,Washington,73
2019,Williamson,693
2019,Atascosa,247
2019,Bandera,60
2019,Bexar,"5,373"
2019,Calhoun,90
2019,Comal,332
2019,DeWitt,20
2019,Dimmit,30
2019,Edwards,7
2019,Frio,88
2019,Gillespie,40
2019,Goliad,11
2019,Gonzales,48
2019,Guadalupe,366
2019,Jackson,28
2019,Karnes,60
2019,Kendall,51
2019,Kerr,173
2019,Kinney,13
2019,La Salle,19
2019,Lavaca,29
2019,Maverick,87
2019,Medina,190
2019,Real,13
2019,Uvalde,89
2019,Val Verde,115
2019,Victoria,271
2019,Wilson,90
2019,Zavala,63
2019,Andrews,73
2019,Coke,15
2019,Concho,9
2019,Crane,7
2019,Crockett,17
2019,Dawson,61
2019,Ector,453
2019,Gaines,40
2019,Howard,171
2019,Irion,4
2019,Kimble,6
2019,Loving,1
2019,Martin,18
2019,Mason,3
2019,McCulloch,30
2019,Menard,5
2019,Midland,237
2019,Pecos,35
2019,Reagan,10
2019,Reeves,19
2019,Schleicher,4
2019,Sutton,21
2019,Tom Green,408
2019,Upton,11
2019,Ward,67
2019,Winkler,10
2019,Brewster,14
2019,Culberson,10
2019,El Paso,"1,907"
2019,Hudspeth,3
2019,Jeff Davis,7
2019,Presidio,12
2019,Aransas,137
2019,Bee,120
2019,Brooks,46
2019,Cameron,"1,016"
2019,Duval,73
2019,Hidalgo,"1,784"
2019,Jim Hogg,16
2019,Jim Wells,178
2019,Kleberg,75
2019,Live Oak,35
2019,Nueces,"1,212"
2019,Refugio,21
2019,San Patricio,286
2019,Starr,155
2019,Webb,602
2019,Willacy,89
2019,Zapata,43
2019,Out of State,8
2018,Armstrong,7
2018,Bailey,24
2018,Briscoe,2
2018,Carson,20
2018,Castro,8
2018,Childress,21
2018,Cochran,9
2018,Collingsworth,10
2018,Crosby,21
2018,Dallam,28
2018,Deaf Smith,45
2018,Dickens,7
2018,Donley,10
2018,Floyd,26
2018,Garza,13
2018,Gray,90
2018,Hale,140
2018,Hall,11
2018,Hansford,2
2018,Hartley,2
2018,Hemphill,3
2018,Hockley,99
2018,Hutchinson,91
2018,Lamb,28
2018,Lipscomb,5
2018,Lubbock,"1,126"
2018,Lynn,5
2018,Moore,60
2018,Motley,3
2018,Ochiltree,22
2018,Oldham,8
2018,Parmer,18
2018,Potter,714
2018,Randall,342
2018,Sherman,2
2018,Swisher,32
2018,Terry,33
2018,Wheeler,14
2018,Yoakum,6
2018,Archer,16
2018,Baylor,12
2018,Brown,191
2018,Callahan,70
2018,Clay,35
2018,Coleman,56
2018,Comanche,42
2018,Cottle,3
2018,Eastland,61
2018,Fisher,18
2018,Foard,5
2018,Hardeman,9
2018,Haskell,28
2018,Jack,46
2018,Jones,122
2018,Kent,3
2018,Knox,10
2018,Mitchell,59
2018,Montague,139
2018,Nolan,125
2018,Runnels,41
2018,Scurry,88
2018,Shackelford,15
2018,Stephens,25
2018,Stonewall,5
2018,Taylor,912
2018,Throckmorton,3
2018,Wichita,504
2018,Wilbarger,43
2018,Young,61
2018,Collin,"1,340"
2018,Cooke,312
2018,Dallas,"7,174"
2018,Denton,"1,337"
2018,Ellis,320
2018,Erath,150
2018,Fannin,124
2018,Grayson,509
2018,Hood,297
2018,Hunt,317
2018,Johnson,561
2018,Kaufman,322
2018,Navarro,112
2018,Palo Pinto,206
2018,Parker,459
2018,Rockwall,154
2018,Somervell,47
2018,Tarrant,"5,842"
2018,Wise,191
2018,Anderson,194
2018,Bowie,235
2018,Camp,68
2018,Cass,69
2018,Cherokee,202
2018,Delta,14
2018,Franklin,31
2018,Gregg,553
2018,Harrison,174
2018,Henderson,351
2018,Hopkins,63
2018,Lamar,172
2018,Marion,33
2018,Morris,66
2018,Panola,72
2018,Rains,25
2018,Red River,30
2018,Rusk,162
2018,Smith,519
2018,Titus,74
2018,Upshur,148
2018,Van Zandt,170
2018,Wood,122
2018,Angelina,224
2018,Hardin,147
2018,Houston,69
2018,Jasper,114
2018,Jefferson,601
2018,Nacogdoches,151
2018,Newton,19
2018,Orange,280
2018,Polk,121
2018,Sabine,21
2018,San Augustine,19
2018,San Jacinto,61
2018,Shelby,71
2018,Trinity,48
2018,Tyler,86
2018,Austin,29
2018,Brazoria,608
2018,Chambers,77
2018,Colorado,33
2018,Fort Bend,631
2018,Galveston,712
2018,Harris,"6,961"
2018,Liberty,247
2018,Matagorda,92
2018,Montgomery,"1,057"
2018,Walker,90
2018,Waller,90
2018,Wharton,112
2018,Bastrop,309
2018,Bell,"1,352"
2018,Blanco,26
2018,Bosque,59
2018,Brazos,245
2018,Burleson,53
2018,Burnet,179
2018,Caldwell,153
2018,Coryell,390
2018,Falls,64
2018,Fayette,36
2018,Freestone,39
2018,Grimes,64
2018,Hamilton,23
2018,Hays,455
2018,Hill,140
2018,Lampasas,77
2018,Lee,23
2018,Leon,23
2018,Limestone,33
2018,Llano,76
2018,Madison,20
2018,McLennan,878
2018,Milam,72
2018,Mills,12
2018,Robertson,45
2018,San Saba,20
2018,Travis,"2,128"
2018,Washington,66
2018,Williamson,684
2018,Atascosa,186
2018,Bandera,56
2018,Bexar,"5,865"
2018,Calhoun,75
2018,Comal,378
2018,DeWitt,51
2018,Dimmit,61
2018,Edwards,3
2018,Frio,97
2018,Gillespie,58
2018,Goliad,15
2018,Gonzales,32
2018,Guadalupe,237
2018,Jackson,32
2018,Karnes,60
2018,Kendall,48
2018,Kerr,199
2018,Kinney,9
2018,La Salle,34
2018,Lavaca,32
2018,Maverick,49
2018,Medina,155
2018,Real,10
2018,Uvalde,91
2018,Val Verde,118
2018,Victoria,264
2018,Wilson,68
2018,Zavala,42
2018,Andrews,56
2018,Borden,4
2018,Coke,11
2018,Concho,4
2018,Crane,3
2018,Crockett,12
2018,Dawson,39
2018,Ector,310
2018,Gaines,56
2018,Glasscock,1
2018,Howard,118
2018,Kimble,21
2018,Martin,7
2018,Mason,9
2018,McCulloch,31
2018,Menard,6
2018,Midland,211
2018,Pecos,22
2018,Reagan,8
2018,Reeves,12
2018,Schleicher,2
2018,Sterling,2
2018,Sutton,14
2018,Terrell,1
2018,Tom Green,273
2018,Upton,8
2018,Ward,34
2018,Winkler,18
2018,Brewster,19
2018,Culberson,6
2018,El Paso,"1,639"
2018,Hudspeth,10
2018,Presidio,2
2018,Aransas,83
2018,Bee,119
2018,Brooks,31
2018,Cameron,"1,051"
2018,Duval,47
2018,Hidalgo,"1,603"
2018,Jim Hogg,11
2018,Jim Wells,141
2018,Kleberg,107
2018,Live Oak,28
2018,Nueces,"1,271"
2018,Refugio,15
2018,San Patricio,230
2018,Starr,127
2018,Webb,398
2018,Willacy,73
2018,Zapata,51
2018,Out of State,12
2017,Bailey,12
2017,Briscoe,2
2017,Carson,23
2017,Castro,12
2017,Childress,25
2017,Cochran,10
2017,Collingsworth,6
2017,Crosby,22
2017,Dallam,16
2017,Deaf Smith,50
2017,Dickens,3
2017,Donley,8
2017,Floyd,21
2017,Garza,10
2017,Gray,113
2017,Hale,104
2017,Hall,13
2017,Hartley,3
2017,Hemphill,5
2017,Hockley,86
2017,Hutchinson,79
2017,Lamb,56
2017,Lipscomb,2
2017,Lubbock,"1,032"
2017,Lynn,19
2017,Moore,65
2017,Motley,1
2017,Ochiltree,29
2017,Parmer,3
2017,Potter,697
2017,Randall,316
2017,Roberts,3
2017,Sherman,2
2017,Swisher,42
2017,Terry,37
2017,Wheeler,13
2017,Yoakum,11
2017,Archer,20
2017,Baylor,12
2017,Brown,204
2017,Callahan,44
2017,Clay,21
2017,Coleman,33
2017,Comanche,35
2017,Cottle,1
2017,Eastland,63
2017,Fisher,25
2017,Foard,2
2017,Hardeman,18
2017,Haskell,8
2017,Jack,46
2017,Jones,67
2017,Knox,7
2017,Mitchell,30
2017,Montague,105
2017,Nolan,136
2017,Runnels,29
2017,Scurry,57
2017,Shackelford,14
2017,Stephens,15
2017,Stonewall,8
2017,Taylor,800
2017,Throckmorton,3
2017,Wichita,609
2017,Wilbarger,42
2017,Young,85
2017,Collin,"1,149"
2017,Cooke,253
2017,Dallas,"6,242"
2017,Denton,932
2017,Ellis,372
2017,Erath,167
2017,Fannin,99
2017,Grayson,459
2017,Hood,264
2017,Hunt,311
2017,Johnson,552
2017,Kaufman,246
2017,Navarro,106
2017,Palo Pinto,238
2017,Parker,443
2017,Rockwall,98
2017,Somervell,39
2017,Tarrant,"5,630"
2017,Wise,225
2017,Anderson,216
2017,Bowie,239
2017,Camp,47
2017,Cass,87
2017,Cherokee,199
2017,Delta,22
2017,Franklin,35
2017,Gregg,454
2017,Harrison,199
2017,Henderson,361
2017,Hopkins,112
2017,Lamar,218
2017,Marion,56
2017,Morris,35
2017,Panola,91
2017,Rains,43
2017,Red River,37
2017,Rusk,186
2017,Smith,517
2017,Titus,97
2017,Upshur,120
2017,Van Zandt,179
2017,Wood,169
2017,Angelina,286
2017,Hardin,116
2017,Houston,60
2017,Jasper,129
2017,Jefferson,572
2017,Nacogdoches,147
2017,Newton,18
2017,Orange,244
2017,Polk,167
2017,Sabine,40
2017,San Augustine,37
2017,San Jacinto,83
2017,Shelby,97
2017,Trinity,68
2017,Tyler,91
2017,Austin,17
2017,Brazoria,655
2017,Chambers,66
2017,Colorado,12
2017,Fort Bend,737
2017,Galveston,746
2017,Harris,"6,551"
2017,Liberty,277
2017,Matagorda,51
2017,Montgomery,807
2017,Walker,61
2017,Waller,45
2017,Wharton,105
2017,Bastrop,210
2017,Bell,"1,148"
2017,Blanco,13
2017,Bosque,49
2017,Brazos,302
2017,Burleson,57
2017,Burnet,149
2017,Caldwell,135
2017,Coryell,289
2017,Falls,57
2017,Fayette,50
2017,Freestone,37
2017,Grimes,63
2017,Hamilton,23
2017,Hays,308
2017,Hill,123
2017,Lampasas,83
2017,Lee,41
2017,Leon,32
2017,Limestone,34
2017,Llano,83
2017,Madison,14
2017,McLennan,851
2017,Milam,80
2017,Mills,6
2017,Robertson,31
2017,San Saba,16
2017,Travis,"2,172"
2017,Washington,50
2017,Williamson,596
2017,Atascosa,308
2017,Bandera,83
2017,Bexar,"5,588"
2017,Calhoun,99
2017,Comal,455
2017,DeWitt,65
2017,Dimmit,51
2017,Edwards,5
2017,Frio,94
2017,Gillespie,42
2017,Goliad,16
2017,Gonzales,77
2017,Guadalupe,317
2017,Jackson,42
2017,Karnes,64
2017,Kendall,39
2017,Kerr,182
2017,Kinney,7
2017,La Salle,38
2017,Lavaca,20
2017,Maverick,38
2017,Medina,108
2017,Real,6
2017,Uvalde,120
2017,Val Verde,74
2017,Victoria,206
2017,Wilson,87
2017,Zavala,36
2017,Andrews,36
2017,Borden,5
2017,Coke,1
2017,Crane,6
2017,Crockett,14
2017,Dawson,60
2017,Ector,350
2017,Gaines,35
2017,Glasscock,3
2017,Howard,136
2017,Irion,7
2017,Kimble,17
2017,Martin,20
2017,Mason,7
2017,McCulloch,29
2017,Menard,5
2017,Midland,203
2017,Pecos,31
2017,Reagan,7
2017,Reeves,21
2017,Schleicher,8
2017,Sterling,1
2017,Sutton,20
2017,Tom Green,328
2017,Upton,6
2017,Ward,39
2017,Winkler,19
2017,Brewster,17
2017,Culberson,15
2017,El Paso,"1,943"
2017,Hudspeth,8
2017,Jeff Davis,1
2017,Presidio,6
2017,Aransas,85
2017,Bee,94
2017,Brooks,37
2017,Cameron,"1,209"
2017,Duval,20
2017,Hidalgo,"1,666"
2017,Jim Hogg,17
2017,Jim Wells,121
2017,Kleberg,91
2017,Live Oak,37
2017,McMullen,1
2017,Nueces,"1,244"
2017,Refugio,15
2017,San Patricio,216
2017,Starr,136
2017,Webb,438
2017,Willacy,73
2017,Zapata,51
2017,Out of State,14
2016,Armstrong,2
2016,Bailey,16
2016,Briscoe,3
2016,Carson,7
2016,Castro,22
2016,Childress,18
2016,Cochran,11
2016,Collingsworth,7
2016,Crosby,39
2016,Dallam,16
2016,Deaf Smith,74
2016,Dickens,9
2016,Donley,16
2016,Floyd,18
2016,Garza,7
2016,Gray,76
2016,Hale,140
2016,Hall,6
2016,Hansford,11
2016,Hartley,3
2016,Hemphill,3
2016,Hockley,54
2016,Hutchinson,95
2016,Lamb,68
2016,Lipscomb,4
2016,Lubbock,"1,033"
2016,Lynn,4
2016,Moore,94
2016,Ochiltree,19
2016,Oldham,2
2016,Parmer,16
2016,Potter,591
2016,Randall,279
2016,Sherman,7
2016,Swisher,26
2016,Terry,29
2016,Wheeler,12
2016,Yoakum,16
2016,Archer,12
2016,Baylor,9
2016,Brown,185
2016,Callahan,28
2016,Clay,36
2016,Coleman,28
2016,Comanche,44
2016,Cottle,6
2016,Eastland,52
2016,Fisher,3
2016,Foard,1
2016,Hardeman,12
2016,Haskell,8
2016,Jack,52
2016,Jones,47
2016,Knox,6
2016,Mitchell,27
2016,Montague,143
2016,Nolan,85
2016,Runnels,24
2016,Scurry,61
2016,Shackelford,20
2016,Stephens,26
2016,Taylor,713
2016,Wichita,585
2016,Wilbarger,47
2016,Young,77
2016,Collin,"1,183"
2016,Cooke,206
2016,Dallas,"4,535"
2016,Denton,806
2016,Ellis,398
2016,Erath,114
2016,Fannin,135
2016,Grayson,589
2016,Hood,264
2016,Hunt,283
2016,Johnson,654
2016,Kaufman,246
2016,Navarro,91
2016,Palo Pinto,254
2016,Parker,440
2016,Rockwall,126
2016,Somervell,32
2016,Tarrant,"5,162"
2016,Wise,199
2016,Anderson,226
2016,Bowie,261
2016,Camp,42
2016,Cass,101
2016,Cherokee,194
2016,Delta,16
2016,Franklin,51
2016,Gregg,532
2016,Harrison,144
2016,Henderson,424
2016,Hopkins,109
2016,Lamar,199
2016,Marion,53
2016,Morris,55
2016,Panola,88
2016,Rains,38
2016,Red River,48
2016,Rusk,214
2016,Smith,647
2016,Titus,93
2016,Upshur,112
2016,Van Zandt,203
2016,Wood,143
2016,Angelina,277
2016,Hardin,142
2016,Houston,107
2016,Jasper,138
2016,Jefferson,546
2016,Nacogdoches,147
2016,Newton,28
2016,Orange,283
2016,Polk,129
2016,Sabine,45
2016,San Augustine,19
2016,San Jacinto,80
2016,Shelby,83
2016,Trinity,57
2016,Tyler,63
2016,Austin,27
2016,Brazoria,613
2016,Chambers,54
2016,Colorado,19
2016,Fort Bend,745
2016,Galveston,681
2016,Harris,"5,812"
2016,Liberty,293
2016,Matagorda,67
2016,Montgomery,605
2016,Walker,50
2016,Waller,54
2016,Wharton,50
2016,Bastrop,293
2016,Bell,993
2016,Blanco,14
2016,Bosque,36
2016,Brazos,246
2016,Burleson,64
2016,Burnet,148
2016,Caldwell,143
2016,Coryell,277
2016,Falls,45
2016,Fayette,48
2016,Freestone,23
2016,Grimes,63
2016,Hamilton,19
2016,Hays,321
2016,Hill,93
2016,Lampasas,69
2016,Lee,40
2016,Leon,35
2016,Limestone,48
2016,Llano,68
2016,Madison,29
2016,McLennan,835
2016,Milam,107
2016,Mills,13
2016,Robertson,37
2016,San Saba,25
2016,Travis,"2,105"
2016,Washington,89
2016,Williamson,695
2016,Atascosa,202
2016,Bandera,47
2016,Bexar,"4,550"
2016,Calhoun,91
2016,Comal,382
2016,DeWitt,72
2016,Dimmit,60
2016,Edwards,2
2016,Frio,79
2016,Gillespie,34
2016,Goliad,17
2016,Gonzales,46
2016,Guadalupe,357
2016,Jackson,54
2016,Karnes,31
2016,Kendall,30
2016,Kerr,197
2016,Kinney,10
2016,La Salle,19
2016,Lavaca,21
2016,Maverick,34
2016,Medina,107
2016,Real,10
2016,Uvalde,101
2016,Val Verde,70
2016,Victoria,222
2016,Wilson,60
2016,Zavala,39
2016,Andrews,43
2016,Borden,1
2016,Coke,11
2016,Concho,9
2016,Crane,8
2016,Crockett,20
2016,Dawson,72
2016,Ector,383
2016,Gaines,28
2016,Howard,163
2016,Kimble,9
2016,Martin,14
2016,Mason,5
2016,McCulloch,37
2016,Menard,3
2016,Midland,279
2016,Pecos,38
2016,Reagan,3
2016,Reeves,34
2016,Schleicher,8
2016,Sterling,5
2016,Sutton,17
2016,Terrell,1
2016,Tom Green,297
2016,Upton,6
2016,Ward,28
2016,Winkler,23
2016,Brewster,28
2016,Culberson,11
2016,El Paso,"2,015"
2016,Hudspeth,9
2016,Jeff Davis,7
2016,Presidio,11
2016,Aransas,66
2016,Bee,99
2016,Brooks,40
2016,Cameron,"1,135"
2016,Duval,41
2016,Hidalgo,"1,361"
2016,Jim Hogg,14
2016,Jim Wells,125
2016,Kleberg,70
2016,Live Oak,24
2016,McMullen,2
2016,Nueces,"1,125"
2016,Refugio,20
2016,San Patricio,237
2016,Starr,74
2016,Webb,374
2016,Willacy,91
2016,Zapata,37
